itemLabel,universeLabel
Meelo,World of Avatar
Jinora,World of Avatar
Ikki,World of Avatar
Sonny,Star Trek universe
Xosha James,Space Jam universe
Wang Ai Ling,Lilo & Stitch universe
Kiyi,World of Avatar
Kuzon,World of Avatar
Rohan,World of Avatar
Jet,World of Avatar
Murdoch Maxwell,Teenage Mutant Ninja Turtles universe
Rocksteady,Teenage Mutant Ninja Turtles universe
Patrick Miller,Teenage Mutant Ninja Turtles universe
Traag,Teenage Mutant Ninja Turtles universe
Rat King,Teenage Mutant Ninja Turtles universe
Elan,Teenage Mutant Ninja Turtles universe
Innardo,Teenage Mutant Ninja Turtles universe
Bookwurm,Teenage Mutant Ninja Turtles universe
David Ling,Teenage Mutant Ninja Turtles universe
Lucass,Teenage Mutant Ninja Turtles universe
Acre farmer,Teenage Mutant Ninja Turtles universe
Joe Dalton,Lucky Luke universe
Ashe,Overwatch universe
Leonardo,Teenage Mutant Ninja Turtles universe
Leonardo,Teenage Mutant Ninja Turtles universe
Splinter,Teenage Mutant Ninja Turtles universe
Hamato Yoshi,Teenage Mutant Ninja Turtles universe
Grunt,Teenage Mutant Ninja Turtles universe
Aruna,DC Universe
Rat King,Teenage Mutant Ninja Turtles universe
Jitsu,Masters of the Universe universe
Quenthel Baenre,Forgotten Realms
Storm Silverhand,Forgotten Realms
Ape-Man,Marvel Universe
Ape-Man,Earth-616
Kierrok,Marvel Universe
Kierrok,Earth-616
Maa-Gor,Marvel Universe
Maa-Gor,Earth-616
Sharon Xavier,Marvel Universe
Sharon Xavier,Earth-616
Kathryn Worthington,Marvel Universe
Kathryn Worthington,Earth-616
Norton McCoy,Marvel Universe
Norton McCoy,Earth-616
Eel,Marvel Universe
Eel,Earth-616
Defender,Marvel Universe
Defender,Earth-616
Mekano,Marvel Universe
Mekano,Earth-616
S'lar,Marvel Universe
S'lar,Earth-616
Ellie Roberts,Marvel Universe
Ellie Roberts,Earth-616
Joseph MacTaggert,Marvel Universe
Joseph MacTaggert,Earth-616
Carl Maddicks,Marvel Universe
Carl Maddicks,Earth-616
Paul Hamilton,Marvel Universe
Paul Hamilton,Earth-616
Charlie Murphy,Marvel Universe
Nighthawk,DC Universe
Quasar,Marvel Universe
Brainiac 5,DC Universe
Doctor Eggman,Q123861879
Sokka,World of Avatar
Little Helper,Donald Duck universe
Splinter,Teenage Mutant Ninja Turtles universe
Shriek,Marvel Universe
Solomon Grundy,DC Universe
Valkyrie,Marvel Universe
Ace the Bat-Hound,DC Universe
Trudy Van Tubb,Mickey Mouse universe
Fantomialde,Donald Duck universe
Tyvokka,Star Wars Legends
Ivan Ivanovitch Sakharine,Tintin universe
Killer Shrike,Marvel Universe
Tiger Shark,Marvel Universe
Uncle Ben,Marvel Universe
Uncle Ben,Earth-616
Geriatrix,Asterix universe
Ibac,DC Universe
Inertia,DC Universe
Karima Shapandar,Marvel Universe
Moira MacTaggert,Marvel Universe
Moira MacTaggert,Earth-616
Boomslang,Marvel Universe
Q2386197,World of Troy
Humphrey the Bear,Donald Duck universe
Captain Britain,Marvel Universe
Captain Britain,Earth-616
Firelord,Marvel Universe
Firelord,Earth-616
Superman,Earth-Two
Steve Trevor,DC Universe
Destroyer,Marvel Cinematic Universe
Destroyer,Marvel Universe
Mole Man,Marvel Universe
Mole Man,Earth-616
Silvermane,Marvel Universe
Lilandra Neramani,Marvel Universe
Lilandra Neramani,Earth-616
Fantomex,Marvel Universe
Fin Fang Foom,Marvel Universe
Eric the Red,Marvel Universe
Mirror Master,DC Universe
Detective Casey,Mickey Mouse universe
Toxin,Marvel Universe
Witch Hazel,Donald Duck universe
Darth Malak,Star Wars Legends
Hammerhead,Marvel Universe
Bette Kane,DC Universe
King Lion,Forest universe
Captain Nazi,DC Universe
Box,Marvel Universe
Box,Earth-616
Vixen,DC Universe
Lady Octopus,Marvel Universe
Ravager,DC Universe
Needle,Marvel Universe
Airen Cracken,Star Wars Legends
Tyr,Marvel Universe
Blackout,Marvel Universe
Blaquesmith,Marvel Universe
Krona,DC Universe
Titanium Man,Marvel Universe
C'ian,World of Troy
Cadaver,Marvel Universe
Heinz Doofenshmirtz,Phineas and Ferb universe
Crusader,Marvel Universe
Doctor Druid,Marvel Universe
Donald Duckling,Donald Duck universe
Earth-Mover,Marvel Universe
Elias Bogan,Marvel Universe
King Shark,DC Universe
Flux,Marvel Universe
Sgt. Rock,DC Universe
Eric Cartman,South Park universe
Kenny McCormick,South Park universe
Scorpion,Mortal Kombat universe
Chris Redfield,Resident Evil universe
Connor MacLeod,Highlander universe
Dexter Morgan,Dexter universe
Shadow the Hedgehog,Sonic the Hedgehog universe
Mai Shiranui,Dead or Alive universe
Mai Shiranui,The King of Fighters universe
John Clark,Tom Clancy's Rainbow Six universe
Kurtis Stryker,Mortal Kombat universe
Raiden,Metal Gear universe
Roland Deschain,Multiverse
Victor Vance,Grand Theft Auto 3D universe
Kazuma Kiryu,Yakuza universe
Lumen Pierce,Dexter universe
Ratonhnaké꞉ton,Assassin's Creed universe
Altaïr Ibn-La'Ahad SUSCRIBANSE A @Ssan_sana,Assassin's Creed universe
Garrus Vakarian,Mass Effect universe
Aveline de Grandpré,Assassin's Creed universe
Oberyn Martell,World of Ice and Fire
Haytham Kenway,Assassin's Creed universe
Jacob Frye,Assassin's Creed universe
Evie Frye,Assassin's Creed universe
Alexia,Heaven Sent Gaming universe
Yag-kosha,Robert E. Howard's fictional universe
Paul Cantonneau,Tintin universe
Christopher Willoughby-Drupe,Tintin universe
Vex,League of Legends universe
Akshan,League of Legends universe
Aliisza,Forgotten Realms
Innovindil,Forgotten Realms
Saidin,The Wheel of Time universe
Loki,DC Universe
Beryllinthranox,Dragonlance
Forestmaster,Dragonlance
Khonshu (Marvel Comics),Marvel Universe
Larma D'Acy,Star Wars universe
Laeral Silverhand,Forgotten Realms
Q21042663,Marvel Universe
Stewart,The Simpsons universe
Yo-Yo Rodriguez,Marvel Universe
Lunatess,Q46996074
Melora Pazlar,Star Trek universe
Craft,Star Trek universe
Q61099320,Bagwis
Maddie Fenton,Danny Phantom universe
Riptide,Image Universe
The Mad Mod Witch,DC Universe
Warduke,Greyhawk
Warduke,Mystara
Warduke,Dungeons & Dragons universe
Zera,Image Universe
Laira,DC Universe
Galactiac,Amalgam Universe
Ubbo-Sathla,Cthulhu Mythos
Xiaoqing,Legend of the White Snake
Blargg,Super Mario universe
Dragon Kings of the South Sea,Journey to the West universe
Sakon,Naruto universe
Marvel,The Hunger Games universe
Seeder,The Hunger Games universe
Cinna,The Hunger Games universe
Casey,Pokémon universe
Will,Pokémon universe
Ritchie,Pokémon universe
Äs Nödt,Bleach universe
Cosmo G. Spacely,The Jetsons universe
father of Qian Huai,Dream of the Red Chamber universe
Edralve,Greyhawk
Alicia Kendrick,Forgotten Realms
Narnra Shalace,Forgotten Realms
Shi'nayne Do'Urden,Forgotten Realms
Solidad,Pokémon universe
Decapre,Street Fighter universe
Q16580961,Star Wars Legends
Napoleon Brie,Biker Mice from Mars universe
Nug,Cthulhu Mythos
Haro,Universal Century
Haro,Cosmic Era
Haymitch Abernathy,The Hunger Games universe
Jerico Moonrider,Star Wars Legends
Kia,Mortal Kombat universe
Jason Kane,Whoniverse
Joramy,Greyhawk
Lucie Miller,Whoniverse
Professor George Litefoot,Whoniverse
Griselda Marchbanks,Harry Potter universe
Ernie Macmillan,Harry Potter universe
Eloise Midgen,Harry Potter universe
Stan Shunpike,Harry Potter universe
Antonin Dolohov,Harry Potter universe
Heir of Slytherin,Harry Potter universe
Rabastan Lestrange,Harry Potter universe
Edgar Bones,Harry Potter universe
Herpo the Foul,Harry Potter universe
Pollux Black,Harry Potter universe
Bathilda Bagshot,Harry Potter universe
Bloody Baron,Harry Potter universe
Faris Spavin,Harry Potter universe
Cedrella Black,Harry Potter universe
Ursula Flint,Harry Potter universe
Roxanne Weasley,Harry Potter universe
Dominique Weasley,Harry Potter universe
Elladora Black,Harry Potter universe
Herbert Burke,Harry Potter universe
Daphne Greengrass,Harry Potter universe
Cygnus Black I,Harry Potter universe
Lucretia Black,Harry Potter universe
Violetta Bulstrode,Harry Potter universe
Beedle the Bard,Harry Potter universe
Ignatius Prewett,Harry Potter universe
Emeric the Evil,Harry Potter universe
Petrova Porskoff,Harry Potter universe
Cottismore Croyne,Harry Potter universe
Porpentina Goldstein,Harry Potter universe
Queenie Goldstein,Harry Potter universe
Albert Boot,Harry Potter universe
Eldritch Diggory,Harry Potter universe
Harold Minchum,Harry Potter universe
Maximilian Crowdy,Harry Potter universe
Venusia Crickerly,Harry Potter universe
Wilhelmina Tuft,Harry Potter universe
Waxillium Ladrian,Cosmere
Charlie Murphy,Earth-616
Ryl,Marvel Universe
Ryl,Otherworld
Crime-Master,Marvel Universe
Crime-Master,Earth-616
Jang La,Teenage Mutant Ninja Turtles universe
Mezcaal,Teenage Mutant Ninja Turtles universe
Suzie Cue,Teenage Mutant Ninja Turtles universe
Murakami Gennosuke,Usagi Yojimbo universe
Ananda,Teenage Mutant Ninja Turtles universe
Metal Head,Teenage Mutant Ninja Turtles universe
Moriah,Teenage Mutant Ninja Turtles universe
Vernon Prindle,Teenage Mutant Ninja Turtles universe
Chester Manley,Teenage Mutant Ninja Turtles universe
Angel Bridge,Teenage Mutant Ninja Turtles universe
Dead-Eye Duck,Bucky O'Hare universe
Liz Wilson,Garfield universe
Chrell,Teenage Mutant Ninja Turtles universe
Jonathan Bishop,Teenage Mutant Ninja Turtles universe
Pieter Cross,DC Universe
Cecile Horton,DC Universe
Fifer Pig,Forest universe
Gorr the God Butcher,Marvel Cinematic Universe
Gorr the God Butcher,Marvel Universe
Kajetan Chrumps,Bromba and others
Banana Guard 16,Adventure Time universe
Jaled Dur,Star Wars Legends
Mary Ann Flagstarr,Donald Duck universe
Mister E,DC Universe
No-Name of the Brood,Marvel Universe
Q3980354,Forgotten Realms
Wolf-Man,Image Universe
Wrath,Fullmetal Alchemist universe
Coleman Kcaj,Star Wars Legends
Herb,Ranma ½ universe
Bigby,Greyhawk
Charley Pollard,Whoniverse
Curse,Image Universe
Hfuhruhurr,DC Universe
Monokuma,Danganronpa universe
Darwin Jones,DC Universe
Dilbert,Dilbert universe
Ding Dong Daddy,DC Universe
Doctor Minerva,Marvel Universe
Dollmaker,DC Universe
Dominus,DC Universe
Duke of Deception,DC Universe
Dwarfstar,DC Universe
Jean Grey,Marvel Universe
Jean Grey,Earth-616
Engineer,Wildstorm Universe
Enigma,DC Universe
Jaime Zimmerman,Marvel Universe
Evilhawk,Marvel Universe
Film Freak,DC Universe
Franklin Stern,DC Universe
Frog-Man,Marvel Universe
Fury,Marvel Universe
G-Man,Image Universe
Geldoff,Marvel Universe
Danny Ketch,Marvel Universe
Glory Grant,Marvel Universe
Grasshopper,Marvel Universe
Grindhouse,Marvel Universe
Hades,DC Universe
Hank Hall,DC Universe
Harold H. Harold,Marvel Universe
Hawkeye,Marvel Universe
Super-Chief,DC Universe
B'dg,DC Universe
Hippo,Marvel Universe
Hourman,DC Universe
Jastus Farr,Star Wars Legends
Johnny Bravo,Johnny Bravo universe
Human Flame,DC Universe
Human Target,DC Universe
Human Top,Marvel Universe
Huntsman,Marvel Universe
Killalla,DC Universe
I Ching,DC Universe
Q6007351,Marvel Universe
Q6010325,Marvel Universe
Q6034732,Tintin universe
Jack-A-Dandy,Image Universe
Jacob Shaw,Marvel Universe
Jeannette,DC Universe
Joshua Clay,DC Universe
Junior Juniper,Marvel Universe
Junior Juniper,Earth-616
Lucifer,DC Universe
Kaizen Gamorra,Wildstorm Universe
Kate Waynesboro,Marvel Universe
Kavita Rao,Marvel Universe
Kavita Rao,Earth-616
Kelda,Marvel Universe
Waverider,DC Universe
Kroton,Whoniverse
La Encantadora,DC Universe
Lightning,DC Universe
Little Mermaid,DC Universe
Machiste,DC Universe
Maestro,Marvel Universe
Major Mapleleaf,Marvel Universe
Mala,DC Universe
Man-Beast,Marvel Universe
Man-Beast,Earth-616
Manphibian,Marvel Universe
Mark Hazzard: Merc,Marvel Universe
Maya,DC Universe
Merlin the Magician,DC Universe
Meteor Man,Marvel Universe
Meteor Man,Earth-616
Morphea,DC Universe
Motormouth,Marvel Universe
Mouthpiece,DC Universe
NKVDemon,DC Universe
Drasna,Pokémon universe
Viola,Pokémon universe
Bonnie,Pokémon universe
Diablo,Diablo universe
Livewire,Valiant Universe
Ro-Tor,Transformers multiverse
Wullf Yularen,Star Wars universe
Kermit the Frog,Muppets universe
Nimue,Arthurian universe
Sothoth,Cthulhu Mythos
Yun,Street Fighter universe
Q12300373,"Beverly Hills, 90210"
Patience Phillips,Burtonverse
Harley Quinn,DC Extended Universe
Aquaman,DC Extended Universe
Wonder Woman,DC Extended Universe
Barry Allen,Arrowverse
Peter Parker,Earth-96283
Harry Osborn,Earth-96283
Joker,Persona universe
Selina Kyle,Gotham universe
Makoto Niijima,Persona universe
Catwoman,Burtonverse
Sans,Undertale universe
Sans,Deltarune universe
Ichiban Kasuga,Yakuza universe
Lúcio,Overwatch universe
Logan,Earth-10005
Logan,Earth-17315
Logan,Revised X-Men film series timeline
Peter Parker,Earth-120703
Vi,League of Legends universe
Dick Grayson,Burtonverse
Peter Maximoff,Earth-10005
Peter Maximoff,Revised X-Men film series timeline
Samara,Mass Effect universe
Blade,Earth-26320
Dick Grayson,Titansverse
Mary Jane Watson,Marvel Universe
Mary Jane Watson,Earth-616
C-3PO,Star Wars Legends
C-3PO,Star Wars universe
Padmé Amidala,Star Wars universe
Jango Fett,Star Wars universe
Lando Calrissian,Star Wars universe
Adam Strange,DC Universe
Michonne,The Walking Dead Television Universe
Michonne,The Walking Dead Comic Universe
Alfred Pennyworth,DC Universe
Sonic the Hedgehog,Sonic the Hedgehog universe
XS,DC Universe
Amazo,DC Universe
Talia al Ghul,DC Universe
Mister Sinister,Marvel Universe
John Lynch,Wildstorm Universe
Zaran,Marvel Universe
Pulsar Stargrave,DC Universe
Speed Demon,Marvel Universe
Starfire,DC Universe
Mad Dog,DC Universe
Ajak,Marvel Universe
Ajak,Earth-616
Unhygienix,Asterix universe
Bat Lash,DC Universe
Elongated Man,DC Universe
Black Canary,DC Universe
Night Raven,Marvel Universe
Bosko,Looney Tunes universe
Grand Mogul,Donald Duck universe
Faline,Bambi universe
Lord Chaos,Marvel Universe
Lord Chaos,Earth-616
Master Order,Marvel Universe
Master Order,Earth-616
Bongo,Forest universe
Super Gilbert,Mickey Mouse universe
Granny De Spell,Donald Duck universe
Br'er Fox,Forest universe
Combat Carl,Toy Story universe
Chuckles,Toy Story universe
B.J. Kosmos,Marvel Universe
B.J. Kosmos,Earth-616
Marie Cartier,Marvel Universe
Marie Cartier,Earth-616
Moves-With-Burning-Grace,Star Trek universe
Magrat,Marvel Universe
Magrat,Earth-616
Igor Drenkov,Marvel Universe
Igor Drenkov,Earth-616
Whiplash,Marvel Universe
Whiplash,Earth-616
Danielle Cage,Marvel Universe
Danielle Cage,Earth-616
Sea Spine,Marvel Universe
Sea Spine,Earth-616
Luna Lovegood,Harry Potter universe
Minerva McGonagall,Harry Potter universe
Remus Lupin,Harry Potter universe
Albus Dumbledore,Harry Potter universe
Sirius Black,Harry Potter universe
Lily Potter,Harry Potter universe
Rufus Scrimgeour,Harry Potter universe
Lucius Malfoy,Harry Potter universe
Armando Dippet,Harry Potter universe
Salazar Slytherin,Harry Potter universe
Newt Scamander,Harry Potter universe
Igor Karkaroff,Harry Potter universe
Filius Flitwick,Harry Potter universe
Romilda Vane,Harry Potter universe
Ariana Dumbledore,Harry Potter universe
Walden Macnair,Harry Potter universe
Broderick Bode,Harry Potter universe
Laurana Kanan,Dragonlance
Dalamar,Dragonlance
Elaith Craulnober,Forgotten Realms
Tyrion,Warhammer Fantasy
Alhana Starbreeze,Dragonlance
Francesca Findabair,The Witcher universe
Ithlinne Aegli,The Witcher universe
Lara Dorren,The Witcher universe
Toruviel,The Witcher universe
Filavandrel,The Witcher universe
Kokkoro,Princess Connect! universe
Ryū Lion,Is It Wrong to Try to Pick Up Girls in a Dungeon? universe
Riveria Ljos Alf,Is It Wrong to Try to Pick Up Girls in a Dungeon? universe
Lefiya Viridis,Is It Wrong to Try to Pick Up Girls in a Dungeon? universe
Royman Mardeel,Is It Wrong to Try to Pick Up Girls in a Dungeon? universe
Lissos,Is It Wrong to Try to Pick Up Girls in a Dungeon? universe
Frieren,Frieren universe
Eren,That Time I Got Reincarnated as a Slime universe
Fortuna,Re:Zero universe
Arch,Re:Zero universe
Laurier,Is It Wrong to Try to Pick Up Girls in a Dungeon? universe
Hedin Selland,Is It Wrong to Try to Pick Up Girls in a Dungeon? universe
Kyouka,Princess Connect! universe
Misato,Princess Connect! universe
Aoi,Princess Connect! universe
Hatsune,Princess Connect! universe
Saren,Princess Connect! universe
Yukari,Princess Connect! universe
Ayumi,Princess Connect! universe
Yuki,Princess Connect! universe
Neneka,Princess Connect! universe
Chloe,Princess Connect! universe
Erald Grimwald,That Time I Got Reincarnated as a Slime universe
Rajikumar,Princess Connect! universe
Luvis Lilix,Is It Wrong to Try to Pick Up Girls in a Dungeon? universe
Q118826855,Q118541520
Q118826857,Q118541520
Q118826858,Q118541520
Q118826859,Q118541520
Q118826861,Q118541520
Q118826862,Q118541520
Q118826865,Q118541520
Q118826866,Q118541520
Q118826867,Q118541520
Q118826874,Q118541520
Q118826876,Q118541520
Q118826877,Q118541520
Q118826878,Q118541520
Q118826880,Q118541520
Q118826882,Q118541520
Q118826886,Q118541520
Q118826888,Q118541520
Q118826890,Q118541520
Q118826904,Q118541520
Q118826906,Q118541520
Q118837171,Q118541520
Crz Krrtx,The Orca's Universe
Tli Tli,The Orca's Universe
Q130665012,The Orca's Universe
Q130882318,The Orca's Universe
Accratx,The Orca's Universe
Q130982421,The Orca's Universe
Q130982706,The Orca's Universe
Q130982714,The Orca's Universe
Catwoman,DC Universe
Rubeus Hagrid,Harry Potter universe
Barbara Gordon,DC Universe
Jack Knight,DC Universe
Remus Lupin,Harry Potter universe
V,DC Universe
Stephanie Brown,DC Universe
Michelangelo,Teenage Mutant Ninja Turtles universe
Donatello,Teenage Mutant Ninja Turtles universe
Leonardo,Teenage Mutant Ninja Turtles universe
Daredevil,Marvel Universe
Daredevil,Earth-616
Sandman,DC Universe
Helena Wayne,DC Universe
Cassandra Cain,DC Universe
Anarky,DC Universe
Green Arrow,DC Universe
The Creeper,DC Universe
Claire Redfield,Resident Evil universe
Dick Grayson,DC Universe
Dick Grayson,Earth-Two
Dick Grayson,Earth-One
Dick Grayson,New Earth
Dick Grayson,Prime Earth
Damian Wayne,DC Universe
Sirius Black,Harry Potter universe
James Potter,Harry Potter universe
Punisher,Marvel Universe
Black Lightning,DC Universe
Lily Potter,Harry Potter universe
Azrael,DC Universe
Spawn,Image Universe
Dante,Devil May Cry universe
Aberforth Dumbledore,Harry Potter universe
Nite Owl,DC Universe
The Shadow,DC Universe
Olympian,DC Universe
Perrikus,Marvel Universe
Philippus,DC Universe
Pistolera,DC Universe
Pluto,Marvel Universe
Polestar,Marvel Universe
Poseidon,DC Universe
Power Princess,Marvel Universe
Princess Python,Marvel Universe
Princess Python,Earth-616
Protector,DC Universe
Raa of the Caves,Marvel Universe
Raiders,Marvel Universe
Rampage,Marvel Universe
Rebound,Image Universe
Red King,DC Universe
Rhea Jones,DC Universe
Rick Flag,DC Universe
Ringmaster,Marvel Universe
Ringmaster,Earth-616
Rose Tattoo,Wildstorm Universe
Sapphire,DC Universe
Scarlet Scarab,Marvel Universe
Scorpia,Marvel Universe
Shathra,Marvel Universe
Shatterstar,Marvel Universe
Shayde,Whoniverse
Shear,Marvel Universe
Shellshock,Marvel Universe
Shrapnel,DC Universe
Skyrocket,DC Universe
Slipknot,DC Universe
Snapdragon,Marvel Universe
Sonar,DC Universe
Sonny Sumo,DC Universe
