itemLabel,universeLabel
Mitch Mitchelson,The Powerpuff Girls universe
Izzy Cohen,Marvel Universe
Izzy Cohen,Earth-616
Anna Mary Jones,Indiana Jones universe
baker,Beauty and the Beast universe
Shuri,Marvel Cinematic Universe
Captain Salazar,Pirates of the Caribbean universe
Space Cabbie,DC Universe
The Great Gazoo,The Flintstones universe
Veronica Cale,DC Universe
Crazy Cat Lady,The Simpsons universe
Dewey Largo,The Simpsons universe
Edwina,The Simpsons universe
Herman Hermann,The Simpsons universe
Janey Powell,The Simpsons universe
Mark Chang,The Fairly OddParents universe
Sam Scudder,DC Universe
Vanessa Doofenshmirtz,Phineas and Ferb universe
Wendell Borton,The Simpsons universe
Sylvester,Looney Tunes universe
Vinnie,Biker Mice from Mars universe
Gino Terwilliger,The Simpsons universe
Ollie Williams,Family Guy universe
Kyoshi,World of Avatar
Professor Milo,DC Universe
Ice King,Adventure Time universe
Monkey Fist,Kim Possible universe
Manjula Nahasapeemapetilon,The Simpsons universe
Fergus,Shrek universe
Farkle,Shrek universe
"Gilda, the Griffin",My Little Pony G4-G5 universe
Queen Chrysalis,My Little Pony G4-G5 universe
Silver Spoon,My Little Pony G4-G5 universe
Jason Bard,DC Universe
Larry Wade,DC Universe
Larry Wade,Dakotaverse
Woozy Winks,DC Universe
Inki,Looney Tunes universe
Rod Flanders,The Simpsons universe
Jonathan Kent,DC Universe
Mai,World of Avatar
Condiment King,DC Universe
Charlene Doofenshmirtz,Phineas and Ferb universe
Michelle,Futuramaverse
Paco,DC Universe
Topo,DC Universe
"Charlene ""Charley"" Davidson",Biker Mice from Mars universe
Tim Possible,Kim Possible universe
Fidget,The Great Mouse Detective universe
Mrs. Judson,The Great Mouse Detective universe
Rodney Copperbottom,Robots universe
Stewart,The Simpsons universe
Ace Morgan,DC Universe
Nick Wilde,Zootopia universe
Gazelle,Zootopia universe
Benjamin Clawhauser,Zootopia universe
Hank,Finding Nemo universe
Charlie,Finding Nemo universe
Crush,Finding Nemo universe
Bubbles,Finding Nemo universe
Deb (&Flo),Finding Nemo universe
D.Va,Overwatch universe
Milton the Cat,Mickey Mouse universe
Batman,DC Universe
Cameron Mahkent,DC Universe
Brad Boimler,Star Trek universe
Sam Monroe,The Simpsons universe
April O'Neil,Teenage Mutant Ninja Turtles universe
Angel Dust,Hellaverse
Sally Atkins,Alfie Atkins universe
I. P. Freely,The Simpsons universe
Dex-Starr,DC Universe
Sam Star,SpongeBob SquarePants universe
Rosy Cheeks,SpongeBob SquarePants universe
E.M.I.L.P.,SpongeBob SquarePants universe
Reginald Fletcher's father,Phineas and Ferb universe
Lucy Fletcher,Phineas and Ferb universe
Cain,DC Universe
Baatar,World of Avatar
Ray Terrill,Arrowverse
Oliver Klozoff,The Simpsons universe
Mike Rotch,The Simpsons universe
Warren Ampersand,Adventure Time universe
Lemongrab (2),Adventure Time universe
Bouncy Bee,Adventure Time universe
Hunny Bunny,Adventure Time universe
Ice Queen,Fionna and Cake universe
Hot Daniel,Adventure Time universe
King of Ooo,Adventure Time universe
Janet the Fox,Adventure Time universe
Topek,Dreadfully Titled Story universe
Wił,Dreadfully Titled Story universe
Bromba,Bromba and others
Gluś,Bromba and others
Fum,Bromba and others
King Man,Adventure Time universe
Grob Gob Glob Grod,Adventure Time universe
Boobafina,Adventure Time universe
Gumball Guardian 1,Adventure Time universe
Ice King's omnichord,Adventure Time universe
Viola,Adventure Time universe
Cinnamon Bun,Adventure Time universe
Dorgle,Smallfoot
Kolka,Smallfoot
Ducky,Toy Story universe
Miles Axlerod,Cars universe
Jason,Terkel in Trouble / Checkered Ninja universe
Mumble,Happy Feet
The Brow,Space Jam universe
Cosmo G. Spacely,The Jetsons universe
Pete,Space Jam universe
Queen Haven,My Little Pony G4-G5 universe
Julio Franco,The Simpsons universe
Forest Wizard,Adventure Time universe
Cubby,Adventure Time universe
Alien Husband,Adventure Time universe
Butty Butterson,Adventure Time universe
Billy,Adventure Time universe
Bobby,Farmworld
Dancing Bug,Adventure Time universe
Zeb Orrelios,Star Wars universe
Huntress Wizard,Adventure Time universe
Gilber Barker,"Go, Dog. Go! universe"
Yip Barker,"Go, Dog. Go! universe"
Marco Lumière,Totally Spies! universe
Blaine,Totally Spies! universe
Humpty Alexander Dumpty,Shrek universe
Patricia Bunny,Looney Tunes universe
Boingo,Hoodwinked! universe
Teenage Bear,Adventure Time universe
Bandit Princess,Adventure Time universe
Radley Crown,Scooby Doo universe
Fleem,Smallfoot
Rufus Buzby,Scooby Doo universe
Anchor,Finding Nemo universe
Blue Jay,Adventure Time universe
Reinard Fox,Bamse universe
Tara,Kim Possible universe
Carl Carlson,The Simpsons universe
Legion,Marvel Universe
Legion,Earth-616
Venom,Marvel Universe
Desaad,DC Universe
Tomar-Re,DC Universe
Appa Ali Apsa,DC Universe
Owlman,DC Universe
Maude Flanders,The Simpsons universe
Zhao,World of Avatar
Petunia Pig,Looney Tunes universe
Amanda Waller,DC Universe
Rainier Wolfcastle,The Simpsons universe
Emma Frost,Marvel Universe
Emma Frost,Earth-616
Zuko,World of Avatar
Snake,The Simpsons universe
Swoop,Transformers multiverse
Pow Wow Smith,DC Universe
Rex,Toy Story universe
Jessie,Toy Story universe
Professor Honeycutt,Teenage Mutant Ninja Turtles universe
Sebastian Shaw,Marvel Universe
Sebastian Shaw,Earth-616
Lumière,Beauty and the Beast universe
Electro,Marvel Universe
Electro,Earth-616
Avalanche,Marvel Universe
Avalanche,Earth-616
Larfleeze,DC Universe
Atrocitus,DC Universe
Omega Red,Marvel Universe
Vandal Savage,DC Universe
Sturm Brightblade,Dragonlance
Nightwolf,Mortal Kombat universe
Mom,Futuramaverse
OMAC,DC Universe
Smokescreen,Transformers multiverse
Scrapper,Transformers multiverse
Hector Hammond,DC Universe
Spyke,Marvel Universe
Jebediah Springfield,The Simpsons universe
Gwen Tennyson,Ben 10 universe
Brer Terrapin,Forest universe
Goldmoon,Dragonlance
Arisia Rrab,DC Universe
Bushido,DC Universe
Carrie Kelley,DC Universe
Swindle,Transformers multiverse
Commander Bly,Star Wars Legends
Helen Lovejoy,The Simpsons universe
Dolores the Elephant,Mickey Mouse universe
Clancy Bouvier,The Simpsons universe
Gladys Gurney,The Simpsons universe
Gnarrk,DC Universe
Lena Luthor,DC Universe
Squeaky-Voiced Teen,The Simpsons universe
Mariko Yashida,Marvel Universe
Mariko Yashida,Earth-616
Selma Bouvier,The Simpsons universe
Libra,DC Universe
Pinocchio,Disney's Pinocchio universe
Scott Tenorman,South Park universe
Roku,World of Avatar
Cecil Terwilliger,The Simpsons universe
Zs'Skayr,Ben 10 universe
The Sultan,Aladdin universe
Tucker Foley,Danny Phantom universe
Roxy Rocket,DC Universe
Harm,DC Universe
Dreamslayer,DC Universe
Andrea Beaumont,DC Animated Universe
Esper Lass,DC Universe
Cheetor,Transformers multiverse
A.J.,The Fairly OddParents universe
Abu,Aladdin universe
Bolivar Trask,Marvel Universe
Bolivar Trask,Earth-616
Burnout,Wildstorm Universe
Lara Lor-Van,DC Universe
Eobard Thawne,DC Universe
Rampage,Transformers multiverse
Duffman,The Simpsons universe
Eddie Brock,Marvel Universe
Eddie Brock,Earth-616
Cheetah,DC Universe
Saturn Girl,DC Universe
Iago,Aladdin universe
Wade,Kim Possible universe
Batman,DC Universe
Shinnok,Mortal Kombat universe
Della Duck,Donald Duck universe
Jeremy Johnson,Phineas and Ferb universe
Brawn,Transformers multiverse
Bent-Tail,Mickey Mouse universe
The Road Runner,Looney Tunes universe
Perceptor,Transformers multiverse
Gillian B. Loeb,DC Universe
Doctor Claw,Inspector Gadget universe
Einstein,Hill Valley fictive universe
Paladine,Dragonlance
Graydon Creed,Marvel Universe
Hightower,Transformers multiverse
Juan Rico,Starship Troopers Universe
The Peddler,Aladdin universe
Ty Lee,World of Avatar
Livewire,DC Universe
Flying Dutchman,SpongeBob SquarePants universe
Cubert J. Farnsworth,Futuramaverse
Nemo,Finding Nemo universe
Marvin Monroe,The Simpsons universe
Savage Opress,Star Wars Legends
Sid,Ice Age universe
Tala,DC Universe
Nora Fries,DC Universe
Validus,DC Universe
Mala,DC Universe
Signalman,DC Universe
Mano,DC Universe
Nemesis Kid,DC Universe
Vlad Plasmius,Danny Phantom universe
Amanda Sefton,Marvel Universe
Amanda Sefton,Earth-616
D.A.V.E.,DC Universe
Curaré,DC Universe
Diego,Ice Age universe
Meena Tills,Star Wars universe
Harold SquarePants,SpongeBob SquarePants universe
Hercules,Xenaverse
Izzy,Total Drama universe
Jet,DC Universe
Kevin Swanson,Family Guy universe
Kowalski,Madagascar universe
Martha Kent,DC Universe
Maul,Wildstorm Universe
Maxima,DC Universe
Noah,Total Drama universe
Ozai,World of Avatar
Reiko,Mortal Kombat universe
Rico,Madagascar universe
Rook Blonko,Ben 10 universe
Scruffy,Futuramaverse
Sun Boy,DC Universe
Moses,DreamWorks Bible universe
Batman,DC Animated Universe
Miriam,DreamWorks Bible universe
Gabby Gabby,Toy Story universe
Weiss Schnee,RWBY universe
Forky,Toy Story universe
Huntara,Masters of the Universe universe
Filavandrel,The Witcher universe
K.K. Slider,Animal Crossing universe
Martin Stein,DC Universe
Bruce,Finding Nemo universe
Fiddler Pig,Forest universe
Charlie Morningstar,Hellaverse
Black Canary (Dinah Drake),DC Universe
Black Canary (Dinah Lance),DC Universe
Ekko,League of Legends universe
Jinx,League of Legends universe
Raphael,Teenage Mutant Ninja Turtles universe
Bertil Atkins,Alfie Atkins universe
Victor Andersson,Alfie Atkins universe
Benny,Alfie Atkins universe
Peppermint Butler,Adventure Time universe
Kordi Freemaker,Star Wars Legends
Naare,Star Wars Legends
Graballa the Hutt,Star Wars Legends
Sherm SquarePants,SpongeBob SquarePants universe
Betsy Krabs,SpongeBob SquarePants universe
Jose Diaz,SpongeBob SquarePants universe
Princess Tulsa,SpongeBob SquarePants universe
Reginald Fletcher,Phineas and Ferb universe
Tiana Webber,Phineas and Ferb universe
Bob Webber,Phineas and Ferb universe
Jinora,World of Avatar
Varrick,World of Avatar
Overgirl,Arrowverse
Ash,Adventure Time universe
Seymour Butz,The Simpsons universe
Joshua,Adventure Time universe
Margaret,Adventure Time universe
Snail,Adventure Time universe
Ice King's crown,Adventure Time universe
Simon Petrikov,Adventure Time universe
Ricardio,Adventure Time universe
Kim Kil Whan,Adventure Time universe
Abracadaniel,Adventure Time universe
Lynn the Person,Adventure Time universe
N.E.P.T.R.,Adventure Time universe
Chlapa 1,Dreadfully Titled Story universe
Lesawik,Dreadfully Titled Story universe
Talking chicken,Dreadfully Titled Story universe
Puchacz,Dreadfully Titled Story universe
Betty Grof,Adventure Time universe
Winged Lemongrab Horse,Adventure Time universe
Hunson Abadeer,Adventure Time universe
Elise,Adventure Time universe
Mr. Fox,Adventure Time universe
Gumball Guardian 2,Adventure Time universe
Hazelnut,SpongeBob SquarePants universe
Chip I,SpongeBob SquarePants universe
Karen Plankton 2.0,SpongeBob SquarePants universe
Adrian Fletcher,Phineas and Ferb universe
José Doofenshmirtz,Phineas and Ferb universe
Tom,SpongeBob SquarePants universe
Frank,SpongeBob SquarePants universe
Fred,SpongeBob SquarePants universe
Bumi,World of Avatar
Kya,World of Avatar
Tree Trunks,Adventure Time universe
Lumpy Space Princess,Adventure Time universe
Homer Sexual,The Simpsons universe
Nigel Pinchley,Family Guy universe
Void,Wildstorm Universe
Crunchy,Adventure Time universe
Prismo,Adventure Time universe
Ancient Sleeping Magi of Life Giving,Adventure Time universe
Chatsberry,Adventure Time universe
Fern,Adventure Time universe
Shelby,Adventure Time universe
Purslas,Dreadfully Titled Story universe
Marbas,Dreadfully Titled Story universe
Latar,Dreadfully Titled Story universe
Foran,Dreadfully Titled Story universe
Grob,Adventure Time universe
Glob,Adventure Time universe
Hobus,Adventure Time universe
Margles,Adventure Time universe
Choose Goose,Adventure Time universe
Howard Cartman,South Park universe
Migo,Smallfoot universe
Meechee,Smallfoot universe
Gwangi,Smallfoot
Bunny,Toy Story universe
Prince Gumball,Fionna and Cake universe
Marshall Lee,Fionna and Cake universe
Mugger,Yogi Bear universe
Grifter Chizzling,Yogi Bear universe
Bupkus,Space Jam universe
Zipp Storm,My Little Pony G4-G5 universe
Ancient Psychic Tandem War Elephant,Adventure Time universe
Party Pat,Adventure Time universe
Flame Prince,Fionna and Cake universe
Brian Crown,Scooby Doo universe
Kee-Oth,Adventure Time universe
Wyatt,Adventure Time universe
Ronnie,Adventure Time universe
Officer Davis,Adventure Time universe
Dusty,Scooby Doo universe
Carroll,Adventure Time universe
Party God,Adventure Time universe
Doctor Gross,Adventure Time universe
Tag Barker,"Go, Dog. Go! universe"
Peace Master,Adventure Time universe
Peace Master Son,Adventure Time universe
Luanne Platter,King of the Hill universe
Ralph Wolf,Looney Tunes universe
Wolf W. Wolf,Hoodwinked! universe
Corvus Von Drake,Donald Duck universe
Hansel and Gretel,Hoodwinked! universe
Penny,Adventure Time universe
Revolta,Scooby Doo universe
Blanko,Space Jam universe
Gideon Goat,Mickey Mouse universe
Quentin Trembley,Gravity Falls universe
King of mars,Adventure Time universe
Bluey Heeler,Bluey universe
Gerald,"Go, Dog. Go! universe"
Beefsteak,"Go, Dog. Go! universe"
Wagnes,"Go, Dog. Go! universe"
Brutus,"Go, Dog. Go! universe"
Franny,"Go, Dog. Go! universe"
Thom Kallor,DC Universe
Vibe,DC Universe
Wotan,DC Universe
God,South Park universe
Abby Holland,DC Universe
Abraham Cornelius,Marvel Universe
Argent,DC Universe
Hugo Simpson,The Simpsons universe
Dolphin,DC Universe
Gabrielle Haller,Marvel Universe
Gabrielle Haller,Earth-616
General Wade Eiling,DC Universe
General Zahl,DC Universe
"Ben 10,000",Ben 10 universe
Curtis Miller,Resident Evil universe
Snapper Carr,DC Universe
Icon,DC Universe
Icon,Dakotaverse
Stacy Hirano,Phineas and Ferb universe
Ursula,Disney's The Little Mermaid universe
Terra-Man,DC Universe
Katana,DC Universe
Magpie,DC Universe
Mercy Graves,DC Universe
Nightfall,DC Universe
Ron-Karr,DC Universe
Ron Troupe,DC Universe
Sarah Simms,DC Universe
George Stacy,Marvel Universe
George Stacy,Earth-616
Warhawk,DC Universe
Whisper A'Daire,DC Universe
Yukio,Marvel Universe
Yukio,Earth-616
Zor-El,DC Universe
Roderick Kingsley,Marvel Universe
Allison Taylor,The Simpsons universe
Annihilator,DC Universe
Clover Ewing,Totally Spies! universe
Daphne Burns,The Simpsons universe
Q10324845,Star Wars Legends
Ms. Albright,The Simpsons universe
Slinky Dog,Toy Story universe
Lucy Lane,DC Universe
Cecil Turtle,Looney Tunes universe
Ethan Bennett,DC Universe
Salvatore Valestra,DC Universe
Kent Nelson,DC Universe
Throttle,Biker Mice from Mars universe
Luigi Risotto,The Simpsons universe
Darth Vader,Star Wars universe
Barry Nougatbranch,Terkel in Trouble / Checkered Ninja universe
Muriel Goldman,Family Guy universe
Tom Tucker,Family Guy universe
King Randor,Masters of the Universe universe
Catra,Masters of the Universe universe
Sarah Wiggum,The Simpsons universe
"Yancy Fry, Sr.",Futuramaverse
Gummy,My Little Pony G4-G5 universe
Little Strongheart,My Little Pony G4-G5 universe
Mister Toad,DC Universe
Swagman,DC Universe
Gwen,Total Drama universe
Blackbriar Thorn,DC Universe
Donald Duck,Donald Duck universe
Maggie Simpson,The Simpsons universe
Randy Marsh,South Park universe
Shelley Marsh,South Park universe
Mr. Garrison,South Park universe
Satan,South Park universe
Ahsoka Tano,Star Wars Legends
Ahsoka Tano,Star Wars universe
Darth Bane,Star Wars Legends
Admiral Ackbar,Star Wars Legends
Ki-Adi-Mundi,Star Wars Legends
Ki-Adi-Mundi,Star Wars universe
Goofy,Mickey Mouse universe
Doomsday,DC Universe
Zapp Brannigan,Futuramaverse
Doctor Destiny,DC Universe
Daffy Duck,Looney Tunes universe
Leonardo,Teenage Mutant Ninja Turtles universe
Groundskeeper Willie,The Simpsons universe
Negative Man,DC Universe
Blob,Marvel Universe
Blob,Earth-616
Poison Ivy,DC Universe
Black Adam,DC Universe
Booster Gold,DC Universe
Captain Marvel,DC Universe
Vicki Vale,DC Universe
Animal Man,DC Universe
David North,Marvel Universe
Oppo Rancisis,Star Wars Legends
Stitch,Lilo & Stitch universe
Rose Wilson,DC Universe
Moe Szyslak,The Simpsons universe
Krusty the Clown,The Simpsons universe
Bender,Futuramaverse
Black Lightning,DC Universe
Kalibak,DC Universe
Salaak,DC Universe
Bonnie Rockwaller,Kim Possible universe
The Riddler,DC Universe
Mister Fantastic,Marvel Universe
Mister Fantastic,Earth-616
Cleveland Brown,Family Guy universe
Wonder Girl,DC Universe
Hellgrammite,DC Universe
Quicksilver,Earth-616
Kite Man,DC Universe
Gwen Stacy,Marvel Universe
Gwen Stacy,Earth-616
Fire,DC Universe
Kent Brockman,The Simpsons universe
Rufus,Kim Possible universe
Destiny,Marvel Universe
Destiny,Earth-616
Glenn Quagmire,Family Guy universe
Patrick Star,SpongeBob SquarePants universe
Morbius,Marvel Universe
Morbius,Earth-616
Max Goof,Mickey Mouse universe
Barney Gumble,The Simpsons universe
Chief Wiggum,The Simpsons universe
Edna Krabappel,The Simpsons universe
SCP-166 (succubus),SCP universe
Mechanist,World of Avatar
Mr. Bergstrom,The Simpsons universe
Paper Pete,Adventure Time universe
Johnny Newspaperseed,The Simpsons universe
Leopold,The Simpsons universe
Sgt Pooch,"Go, Dog. Go! universe"
Big Dog,"Go, Dog. Go! universe"
Fetcher,"Go, Dog. Go! universe"
Lumpy space king,Adventure Time universe
Waggs Martinez,"Go, Dog. Go! universe"
Donny Slippers,"Go, Dog. Go! universe"
Marcus Worms,"Go, Dog. Go! universe"
Rhonda,"Go, Dog. Go! universe"
Sparky Sparkeroni,My Little Pony G4-G5 universe
Blargetha,Adventure Time universe
Elder Plops,Adventure Time universe
Guillermo,Adventure Time universe
Opal,The Simpsons universe
Miss Keane,The Powerpuff Girls universe
Weechee Warrick,Star Wars universe
Swackhammer,Space Jam universe
Chef Hatchet,Total Drama universe
Kevin Crawford,Paradise PD universe
Spike,Tom & Jerry universe
Hank Scorpio,The Simpsons universe
Mr. Teeny,The Simpsons universe
Piper Pinwheeler,Robots universe
Miss Buxley,Beetle Bailey universe
Elsa Frankenteen,Scooby Doo universe
Phantasma,Scooby Doo universe
Vinnie,Creepie universe
Cocktimus Prime,Panty & Stocking with Garterbelt universe
Heimlich,A Bug's Life universe
Princess Carolyn,BoJack Horseman universe
Dot,A Bug's Life universe
Todd Chavez,BoJack Horseman universe
Mina bin Laden,The Simpsons universe
Yang Xiao Long,RWBY universe
Kali Belladonna,RWBY universe
Amid bin Laden,The Simpsons universe
Tung Lashor,Masters of the Universe universe
Trixie,Toy Story universe
Duke Caboom,Toy Story universe
Anna Andersson,Sune universe
